-1.156489329364227964e-01,3.552436639217530501e-01,1.338136930245965028e-01,-1.031338993214465871e+00
-7.231630414064920132e-01,1.382672191593970756e-01,5.574681541049748557e-01,-4.377286108604906967e-01
-7.231630414064920132e-01,1.214695815253162836e+00,5.574681541049748557e-01,-1.166899056492416653e+00
-8.200131166698358953e-01,9.512244180417311901e-01,1.086420383416480728e+00,-1.322436392253434567e+00
-8.200131166698358953e-01,1.161156173039075812e+00,1.086420383416480728e+00,-9.813958120067997060e-01
-8.200131166698358953e-01,1.509476607364171330e-01,1.086420383416480728e+00,-9.985191884208566293e-01
-2.389126650897701876e-01,-4.379884036185496266e-01,8.440906112992473398e-01,3.173729249157123539e-02
-2.389126650897701876e-01,-2.125583311381794571e-01,1.032467352630164426e+00,9.906463716787616836e-01
-2.389126650897701876e-01,-9.747937637124296506e-01,1.096032427397212183e+00,2.528896352874880016e+00
-2.389126650897701876e-01,-4.492599072425681461e-01,1.342371242983796398e+00,6.981220246052887157e-01
-2.389126650897701876e-01,7.627394922729466287e-02,1.223838801130957776e+00,1.176149616164378964e+00
-2.389126650897701876e-01,-4.422152174775554889e-01,1.165876726875290981e+00,1.516009273899700249e-01
-2.389126650897701876e-01,-6.112877718378331160e-01,7.911519168124047097e-01,4.997762478091287153e-01
-1.156489329364227964e-01,-5.267514946576948853e-01,4.320768667985485645e-01,-5.633000378969086341e-01
-1.156489329364227964e-01,-3.196376155663546714e-01,3.134478214886173286e-01,-2.779104309959590235e-01
-1.156489329364227964e-01,-6.887793592529611875e-01,3.311745558651419952e-01,-5.333341291723088240e-01
-1.156489329364227964e-01,-5.464766259997275721e-01,3.311745558651419952e-01,-8.030273076937062271e-01
-1.156489329364227964e-01,-4.689850385845996117e-01,2.149122952539838649e-01,3.513736522206347690e-01
-1.156489329364227964e-01,-8.395357202242076378e-01,-7.951880259055233574e-03,-1.323617314764748143e-01
-1.156489329364227964e-01,-1.060738978845570779e+00,-7.275656059405861444e-03,1.257485654131149655e+00
-1.156489329364227964e-01,-5.042084874096579572e-01,9.628324994405217108e-02,2.315100173222359725e-01
-1.156489329364227964e-01,-2.548264697282479618e-01,7.918443803863062236e-02,9.292876061950574584e-01
-1.156489329364227964e-01,-7.183670562660096071e-01,1.363253829090088631e-01,1.094813578197608273e+00
-1.156489329364227964e-01,-5.619749434827520096e-01,2.833558446042171997e-01,5.839661818449087827e-01
-1.156489329364227964e-01,-7.183670562660096071e-01,4.197599260192197979e-01,3.713509247037013461e-01
-1.156489329364227964e-01,2.425286276815679654e-01,3.099700970332772698e-01,8.453436976824704741e-02
-1.156489329364227964e-01,4.947285212689822576e-01,2.057832685587161481e-01,-3.247536906114231736e-02
-1.156489329364227964e-01,-3.534521264384101746e-01,1.748701622890271590e-01,1.187811225963607692e-01
-4.590264725064619467e-01,-5.492945019057319245e-01,-2.186440201784041193e-01,-3.606734169972344306e-01
-4.590264725064619467e-01,-6.789167935819441224e-01,-2.101429159542397285e-01,-1.138114070279129808e-01
-4.590264725064619467e-01,-6.662363520049241483e-01,5.855959994932252721e-02,-4.905256881371665156e-01
-4.590264725064619467e-01,-5.027995494566551704e-01,1.658539784251047630e-02,-2.964607554445206072e-01
-1.084149685569866017e+00,3.834224229817986829e-01,7.670976559963028629e-01,-1.125517563491779116e+00
-1.084149685569866017e+00,9.878568048197911011e-01,7.670976559963028629e-01,-1.459423403565890176e+00
-9.080586396365125657e-01,6.299865647572031602e-01,9.215665838876553329e-01,-1.051316265697532337e+00
-9.080586396365125657e-01,-2.167851449971865685e-01,9.215665838876553329e-01,-9.129023063505719016e-01
-9.080586396365125657e-01,-1.576097509710884526e-01,9.215665838876553329e-01,-6.803097767262978879e-01
-9.080586396365125657e-01,-3.576789402974173138e-01,9.215665838876553329e-01,-3.792237414457960143e-01
-9.080586396365125657e-01,-9.029379281093115051e-01,6.218543582573110573e-01,-2.850451711684826028e-01
-9.080586396365125657e-01,-7.564083809970721939e-01,6.218543582573110573e-01,2.771723544263879346e-01
-9.080586396365125657e-01,-4.126275204645070693e-01,9.063515393955425825e-01,9.407031904710957404e-01
-9.080586396365125657e-01,-1.015652964349496701e+00,1.098737324195810050e+00,5.696967014998610690e-01
-9.872996103065216911e-01,-5.070263633156621985e-01,1.449890890728058324e+00,1.772859920110554655e-01
-9.872996103065216911e-01,-2.928677944593105487e-01,1.449890890728058324e+00,-3.963471178598531042e-01
